iter	Passed	Remaining
298	130	305
299	130	304
300	130	303
301	130	302
302	131	301
303	131	301
304	131	300
305	131	299
306	132	298
307	132	297
308	132	297
309	133	296
310	133	295
311	133	294
312	133	293
313	134	293
314	134	292
315	134	291
316	134	290
317	135	289
318	135	289
319	135	288
320	135	287
321	136	286
322	136	286
323	136	285
324	136	284
325	137	283
326	137	283
327	137	282
328	138	281
329	138	280
330	138	279
331	138	279
332	139	278
333	139	277
334	139	277
335	139	276
336	140	275
337	140	274
338	140	274
339	140	273
340	141	273
341	141	272
342	141	271
343	142	271
344	142	270
345	142	269
346	142	269
347	143	268
348	143	267
349	143	267
350	144	266
351	144	265
352	144	265
353	144	264
354	145	263
355	145	263
356	145	262
357	145	261
358	146	260
359	146	260
360	146	259
361	146	259
362	147	258
363	147	257
364	147	257
365	148	256
366	148	255
367	148	255
368	148	254
369	149	254
370	149	253
371	149	252
372	150	252
373	150	251
374	150	250
375	150	250
376	151	249
377	151	249
378	151	248
379	151	247
380	152	247
381	152	246
382	152	245
383	152	245
384	153	244
385	153	244
386	153	243
387	153	242
388	154	242
389	154	241
390	154	240
391	154	240
392	155	239
393	155	239
394	155	238
395	156	237
396	156	237
397	156	236
398	156	236
399	157	235
400	157	235
401	157	234
402	158	234
403	158	233
404	158	233
405	159	232
406	159	232
407	159	231
408	159	230
409	160	230
410	160	229
411	160	229
412	160	228
413	161	228
414	161	227
415	161	226
416	161	226
417	162	225
418	162	225
419	162	224
420	162	224
421	163	223
422	163	222
423	163	222
424	163	221
425	164	221
426	164	220
427	164	220
428	165	219
429	165	219
430	165	218
431	165	218
432	166	217
433	166	217
434	166	216
435	166	215
436	167	215
437	167	214
438	167	214
439	167	213
440	168	213
441	168	212
442	168	212
443	168	211
444	169	211
445	169	210
446	169	210
447	170	209
448	170	208
449	170	208
450	170	207
451	171	207
452	171	206
453	171	206
454	171	205
455	172	205
456	172	204
457	172	204
458	172	203
459	173	203
460	173	202
461	173	202
462	173	201
463	174	201
464	174	200
465	174	200
466	174	199
467	175	199
468	175	198
469	175	198
470	175	197
471	176	197
472	176	196
473	176	196
474	176	195
475	177	195
476	177	194
477	177	193
478	177	193
479	178	192
480	178	192
481	178	191
482	178	191
483	179	190
484	179	190
485	179	189
486	179	189
487	180	188
488	180	188
489	180	187
490	180	187
491	181	187
492	181	186
493	181	186
494	181	185
495	182	185
496	182	184
497	182	184
498	182	183
499	183	183
500	183	182
501	183	182
502	183	181
503	184	181
504	184	180
505	184	180
506	184	179
507	185	179
508	185	178
509	185	178
510	185	177
511	186	177
512	186	176
513	186	176
514	186	176
515	187	175
516	187	175
517	187	174
518	187	174
519	188	173
520	188	173
521	188	172
522	188	172
523	189	171
524	189	171
525	189	170
526	189	170
527	190	170
528	190	169
529	190	169
530	190	168
531	191	168
532	191	167
533	191	167
534	191	166
535	192	166
536	192	165
537	192	165
538	192	164
539	193	164
540	193	164
541	193	163
542	193	163
543	194	162
544	194	162
545	194	161
546	194	161
547	195	160
548	195	160
549	195	160
550	195	159
551	196	159
552	196	158
553	196	158
554	196	157
555	197	157
556	197	157
557	197	156
558	197	156
559	198	155
560	198	155
561	198	154
562	199	154
563	199	154
564	199	153
565	199	153
566	200	152
567	200	152
568	200	151
569	200	151
570	201	151
571	201	150
572	201	150
573	201	149
574	202	149
575	202	149
576	202	148
577	203	148
578	203	147
579	203	147
580	203	147
581	204	146
582	204	146
583	204	145
584	205	145
585	205	145
586	205	144
587	205	144
588	206	143
589	206	143
590	206	142
591	206	142
592	207	142
593	207	141
594	207	141
595	207	140
596	208	140
597	208	140
598	208	139
599	208	139
600	209	138
601	209	138
602	209	138
603	209	137
604	210	137
605	210	136
606	210	136
607	211	136
608	211	135
609	211	135
610	211	134
611	212	134
612	212	134
613	212	133
614	212	133
615	213	132
616	213	132
617	213	132
618	213	131
619	214	131
620	214	130
621	214	130
622	215	130
623	215	129
624	215	129
625	215	128
626	216	128
627	216	128
628	216	127
629	217	127
630	217	127
631	217	126
632	217	126
633	218	125
634	218	125
635	218	125
636	218	124
637	219	124
638	219	123
639	219	123
640	219	123
641	220	122
642	220	122
643	220	121
644	220	121
645	221	121
646	221	120
647	221	120
648	222	120
649	222	119
650	222	119
651	222	118
652	223	118
653	223	118
654	223	117
655	224	117
656	224	117
657	224	116
658	224	116
659	225	116
660	225	115
661	225	115
662	226	114
663	226	114
664	226	114
665	227	113
666	227	113
667	227	113
668	227	112
669	228	112
670	228	112
671	228	111
672	229	111
673	229	110
674	229	110
675	229	110
676	230	109
677	230	109
678	230	109
679	231	108
680	231	108
681	231	108
682	232	107
683	232	107
684	232	107
685	232	106
686	233	106
687	233	105
688	233	105
689	234	105
690	234	104
691	234	104
692	235	104
693	235	103
694	235	103
695	236	103
696	236	102
697	236	102
698	236	102
699	237	101
700	237	101
701	237	100
702	237	100
703	238	100
704	238	99
705	238	99
706	239	99
707	239	98
708	239	98
709	239	97
710	239	97
711	240	97
712	240	96
713	240	96
714	240	96
715	241	95
716	241	95
717	241	94
718	241	94
719	242	94
720	242	93
721	242	93
722	242	93
723	243	92
724	243	92
725	243	91
726	243	91
727	244	91
728	244	90
729	244	90
730	244	90
731	245	89
732	245	89
733	245	89
734	245	88
735	246	88
736	246	87
737	246	87
738	246	87
739	247	86
740	247	86
741	247	86
742	247	85
743	248	85
744	248	85
745	248	84
746	249	84
747	249	84
748	249	83
749	249	83
750	250	82
751	250	82
752	250	82
753	250	81
754	251	81
755	251	81
756	251	80
757	251	80
758	252	80
759	252	79
760	252	79
761	252	78
762	253	78
763	253	78
764	253	77
765	253	77
766	254	77
767	254	76
768	254	76
769	254	76
770	255	75
771	255	75
772	255	75
773	255	74
774	256	74
775	256	73
776	256	73
777	256	73
778	257	72
779	257	72
780	257	72
781	257	71
782	258	71
783	258	71
784	258	70
785	258	70
786	258	70
787	259	69
788	259	69
789	259	69
790	261	69
791	261	68
792	261	68
793	261	67
794	262	67
795	262	67
796	262	66
797	262	66
798	263	66
799	263	65
800	263	65
801	263	65
802	264	64
803	264	64
804	264	64
805	264	63
806	265	63
807	265	63
808	265	62
809	265	62
810	266	62
811	266	61
812	266	61
813	266	60
814	267	60
815	267	60
816	267	59
817	267	59
818	268	59
819	268	58
820	268	58
821	268	58
822	269	57
823	269	57
824	269	57
825	269	56
826	270	56
827	270	56
828	270	55
829	270	55
830	271	55
831	271	54
832	271	54
833	271	54
834	272	53
835	272	53
836	272	53
837	272	52
838	273	52
839	273	52
840	273	51
841	273	51
842	274	51
843	274	50
844	274	50
845	274	50
846	275	49
847	275	49
848	275	49
849	275	48
850	276	48
851	276	48
852	276	47
853	276	47
854	277	46
855	277	46
856	277	46
857	277	45
858	278	45
859	278	45
860	278	44
861	278	44
862	278	44
863	279	43
864	279	43
865	279	43
866	279	42
867	280	42
868	280	42
869	280	41
870	280	41
871	281	41
872	281	40
873	281	40
874	281	40
875	282	39
876	282	39
877	282	39
878	282	38
879	283	38
880	283	38
881	283	37
882	283	37
883	284	37
884	284	36
885	284	36
886	284	36
887	285	35
888	285	35
889	285	35
890	285	34
891	286	34
892	286	34
893	286	33
894	286	33
895	287	33
896	287	32
897	287	32
898	287	32
899	288	32
900	288	31
901	288	31
902	288	31
903	289	30
904	289	30
905	289	30
906	289	29
907	290	29
908	290	29
909	290	28
910	290	28
911	290	28
912	291	27
913	291	27
914	291	27
915	291	26
916	292	26
917	292	26
918	292	25
919	292	25
920	293	25
921	293	24
922	293	24
923	293	24
924	294	23
925	294	23
926	294	23
927	294	22
928	295	22
929	295	22
930	295	21
931	295	21
932	296	21
933	296	20
934	296	20
935	296	20
936	297	19
937	297	19
938	297	19
939	297	19
940	298	18
941	298	18
942	298	18
943	298	17
944	299	17
945	299	17
946	299	16
947	299	16
948	300	16
949	300	15
950	300	15
951	300	15
952	301	14
953	301	14
954	301	14
955	301	13
956	302	13
957	302	13
958	302	12
959	302	12
960	303	12
961	303	11
962	303	11
963	303	11
964	304	11
965	304	10
966	304	10
967	304	10
968	305	9
969	305	9
970	305	9
971	305	8
972	306	8
973	306	8
974	306	7
975	306	7
976	307	7
977	307	6
978	307	6
979	307	6
980	308	5
981	308	5
982	308	5
983	308	5
984	309	4
985	309	4
986	309	4
987	309	3
988	310	3
989	310	3
990	310	2
991	310	2
992	311	2
993	311	1
994	311	1
995	311	1
996	312	0
997	312	0
998	312	0
999	312	0
